cvss_score,epss_score,kev_status,internet_exposed,patch_available,asset_criticality,control_effectiveness,open_vulnerability_count,high_vulnerability_count,business_criticality,exploited
6.61,0.092,0,1,1,2,0.3917,3,1,2,1
6.52,0.002,0,0,0,2,0.8371,2,0,1,0
5.05,0.0078,0,0,0,2,0.4593,4,1,2,1
8.04,0.1184,0,1,1,1,0.6316,2,0,2,1
7.43,0.1703,0,0,0,2,0.6744,2,0,0,0
7.58,0.2388,0,1,1,2,0.9335,1,3,1,1
5.34,0.3504,0,0,0,1,0.371,2,1,1,0
1.76,0.3911,0,1,1,1,0.6606,2,1,0,0
8.91,0.0474,0,1,1,1,0.3133,3,1,2,1
5.45,0.0398,0,1,1,0,0.9805,3,1,0,0
4.6,0.0235,0,0,1,0,0.2901,4,3,1,0
8.03,0.0069,0,0,1,0,0.6459,1,0,1,0
5.64,0.0004,1,1,0,2,0.9399,3,1,1,1
8.83,0.1541,0,0,1,2,0.2509,2,1,1,0
7.86,0.5001,0,1,0,2,0.6988,1,1,1,1
8.0,0.1581,1,0,1,2,0.3018,2,0,0,1
3.49,0.0418,0,0,0,1,1.0,1,2,1,1
9.17,0.0166,0,0,0,1,0.0772,4,0,2,1
7.07,0.0651,0,0,0,3,0.1707,3,1,2,1
5.69,0.1968,0,1,1,2,0.2696,4,1,2,1
6.82,0.0903,0,1,1,0,0.2777,0,0,2,1
2.59,0.4504,0,0,1,1,0.6802,4,0,2,0
7.4,0.5221,1,1,1,0,0.9999,4,1,1,1
4.24,0.0061,0,1,0,1,0.8388,1,0,1,0
3.52,0.2346,1,1,1,1,0.6085,0,0,0,0
3.15,0.0199,1,0,1,2,0.5524,3,1,2,1
8.95,0.1944,1,0,0,2,0.3984,3,2,3,1
5.12,0.1515,0,1,0,1,0.6478,4,0,1,1
9.87,0.2526,0,0,1,1,0.4978,3,2,0,0
5.32,0.037,0,1,1,2,0.5974,4,1,1,1
2.74,0.0501,0,1,1,1,0.3648,4,2,0,0
4.04,0.436,1,1,1,2,0.2495,4,0,1,1
9.22,0.0723,0,1,1,1,0.5564,4,0,0,0
6.16,0.1705,0,1,1,1,0.5508,2,0,3,1
5.29,0.3586,1,0,1,0,0.401,2,0,2,1
6.85,0.3452,0,0,1,2,0.3584,3,1,0,0
7.6,0.0004,0,0,0,0,0.6896,2,1,0,0
8.96,0.0054,0,0,0,1,0.6637,3,2,3,1
9.69,0.0841,0,0,0,1,1.0,2,0,2,0
5.71,0.1203,0,0,1,2,0.8952,4,2,3,0
3.58,0.2638,0,0,0,2,0.2515,3,0,1,1
5.59,0.0415,1,0,1,0,0.5023,2,0,0,0
7.07,0.0,0,1,1,0,0.2088,4,1,2,1
4.38,0.1203,0,1,1,2,0.0902,4,1,3,1
4.39,0.0002,0,1,1,2,1.0,1,3,0,0
7.26,0.0421,0,0,1,2,0.9201,1,3,2,0
6.39,0.3688,0,0,1,2,0.3925,0,1,1,0
6.57,0.283,0,0,1,2,0.8608,3,0,0,0
4.83,0.1574,0,0,1,1,0.8979,5,0,1,0
5.99,0.5259,0,0,1,1,0.0699,5,0,1,1
4.47,0.03,0,0,1,2,0.7627,4,5,0,0
8.46,0.1405,0,0,1,0,0.4271,0,0,1,0
8.78,0.1143,0,1,1,1,0.6458,1,1,2,1
2.44,0.4494,0,1,1,2,1.0,3,0,2,1
4.46,0.2195,0,0,1,1,0.9463,2,1,0,0
3.21,0.0026,1,0,1,2,0.5179,1,0,2,1
5.07,0.0048,0,0,1,1,0.9054,3,1,1,0
6.32,0.0458,0,0,0,0,0.0695,4,1,2,0
3.31,0.1176,1,1,1,0,0.6759,2,1,1,0
4.47,0.0,0,1,1,3,0.6819,1,5,2,1
4.29,0.334,1,0,1,3,0.7264,0,2,0,0
6.96,0.0257,0,0,1,1,0.4229,2,1,1,0
6.65,0.0076,1,0,1,0,0.6455,2,0,0,0
4.91,0.0154,0,0,1,0,0.764,3,1,1,0
6.89,0.1452,0,1,1,1,0.0,0,0,1,1
5.3,0.1921,1,1,0,1,0.471,4,1,0,1
5.9,0.0631,1,0,0,1,0.3242,4,1,1,1
10.0,0.2612,0,0,1,2,0.7155,3,2,0,1
9.45,0.6976,1,1,1,2,0.8945,2,1,0,1
3.64,0.1402,0,0,0,0,0.397,0,0,0,0
8.33,0.0322,0,1,1,2,0.2778,1,1,3,0
8.29,0.0649,0,0,0,1,0.5793,1,1,1,0
3.97,0.2417,0,0,1,0,0.2617,0,0,1,0
8.3,0.279,0,1,0,2,0.4934,2,2,1,0
9.88,0.0308,0,0,0,0,0.467,2,0,1,1
4.03,0.492,0,0,0,0,0.695,3,1,1,1
4.48,0.2843,0,0,1,0,0.6288,4,2,1,0
8.74,0.3485,0,0,1,3,0.5903,6,1,1,1
7.1,0.1104,0,1,1,2,0.9592,2,3,3,1
7.71,0.1109,0,0,0,1,0.6174,1,1,0,0
7.25,0.0444,0,1,1,2,0.4455,2,1,1,1
7.36,0.0003,0,0,0,1,0.4762,3,0,2,0
3.58,0.5635,0,0,0,3,0.3589,1,2,3,1
8.8,0.0915,0,1,1,2,0.2953,3,1,3,1
9.07,0.0295,0,1,1,1,0.2027,2,0,1,1
6.0,0.0079,0,0,1,2,0.8336,1,1,3,0
6.4,0.0157,0,0,1,2,0.3704,8,1,1,0
3.13,0.0509,0,0,0,2,0.629,0,0,2,0
7.63,0.0489,1,1,1,2,0.475,2,3,0,1
7.76,0.0463,0,0,0,0,0.5427,2,1,1,0
6.36,0.1109,0,0,0,1,0.8385,1,1,0,1
8.97,0.0605,0,0,0,0,0.5942,3,0,1,0
5.77,0.0589,0,0,1,1,0.3193,2,0,2,0
7.74,0.0119,0,1,1,1,0.409,3,1,1,1
4.26,0.2597,0,0,0,0,0.765,1,0,1,0
6.45,0.0743,0,0,0,1,0.6708,1,1,1,0
6.12,0.0086,1,0,1,2,0.7806,3,0,1,0
7.0,0.5973,0,0,1,2,0.4904,3,0,0,0
5.69,0.0567,0,0,1,0,0.201,0,3,1,0
6.21,0.3543,0,0,0,0,0.6767,3,1,3,0
8.32,0.002,0,0,1,0,0.6132,1,2,1,0
5.54,0.1083,0,1,1,2,0.6198,5,0,2,0
2.97,0.0685,1,1,1,1,0.2046,2,2,1,1
10.0,0.1514,0,0,0,3,0.3899,2,1,0,1
9.54,0.6456,0,0,1,2,0.3154,1,4,1,1
3.66,0.2428,0,0,0,2,0.6498,1,2,3,0
8.02,0.0097,0,0,1,0,0.6584,2,1,1,0
5.39,0.2184,0,1,0,1,0.5391,5,0,1,1
7.08,0.0891,0,1,1,3,0.7919,1,1,2,1
7.15,0.0556,0,1,0,0,0.9227,3,0,2,1
5.98,0.0735,0,0,1,1,0.6383,4,2,1,0
4.78,0.0092,0,1,1,1,0.7178,1,1,1,0
4.98,0.2807,0,0,1,1,0.4146,1,0,0,0
4.48,0.1391,0,1,1,2,0.3686,6,0,0,1
4.67,0.4419,0,0,0,1,0.8024,5,2,2,1
6.35,0.2591,0,0,0,2,0.3313,1,1,2,0
4.93,0.0189,1,0,1,2,0.7243,1,2,1,1
8.0,0.2309,0,0,1,1,0.9799,0,1,2,0
9.77,0.0865,0,1,0,2,0.7134,10,0,1,1
5.22,0.5507,1,1,1,3,0.5298,6,0,1,1
7.03,0.2929,0,1,0,3,0.2149,1,1,0,1
7.6,0.2845,0,1,1,2,0.5908,1,1,1,1
7.54,0.0073,0,0,0,1,0.8023,1,1,1,0
6.67,0.1087,0,0,0,0,0.5053,1,0,2,0
8.13,0.0016,1,0,1,0,0.8054,0,2,2,1
7.56,0.0279,0,1,1,1,0.6413,2,3,0,0
3.78,0.0016,0,0,0,1,0.6228,2,3,1,0
8.41,0.1678,1,0,1,0,0.4708,4,2,1,1
8.45,0.0717,0,0,1,1,0.186,3,2,1,0
4.82,0.0001,0,1,0,0,0.4437,2,0,1,1
6.58,0.1154,0,1,1,1,0.4417,3,3,1,1
8.0,0.5496,0,0,1,0,0.6939,2,0,0,0
6.04,0.0338,0,1,1,2,0.5462,2,0,1,0
8.86,0.0244,0,0,1,1,0.8208,3,2,1,1
10.0,0.0385,1,0,0,2,0.6203,3,0,3,1
4.77,0.1515,0,1,0,2,0.4239,0,0,2,1
3.46,0.1887,0,0,1,0,0.3463,3,1,2,0
7.17,0.0299,0,0,1,3,0.3992,1,0,1,0
8.09,0.1708,0,1,1,2,0.5902,5,0,1,1
5.99,0.3507,0,1,0,0,0.4568,5,1,2,1
9.7,0.042,1,1,1,1,0.2809,1,1,1,1
3.56,0.2076,0,0,0,2,0.8017,3,1,1,1
8.02,0.1521,0,0,0,1,0.5881,0,1,1,1
5.17,0.726,0,0,1,1,0.6187,4,1,2,0
10.0,0.34,0,1,1,3,0.3443,7,0,1,1
10.0,0.1776,0,0,0,2,0.2896,1,2,2,1
4.81,0.0358,0,0,0,2,0.5094,2,2,1,1
5.29,0.1208,0,0,1,2,0.0429,3,2,1,0
8.39,0.2712,0,1,1,2,0.745,1,1,3,1
5.65,0.175,0,0,1,1,0.374,2,0,1,0
6.4,0.0268,1,0,1,1,0.4831,4,0,1,1
6.56,0.0311,1,0,0,2,0.6567,5,1,1,1
2.28,0.2362,1,0,0,0,0.4938,2,0,0,0
6.47,0.034,0,0,1,0,0.2579,1,1,0,0
4.98,0.6091,1,0,1,0,0.9264,9,0,1,1
5.42,0.0194,0,1,1,0,0.1669,2,0,3,1
9.68,0.0034,0,0,1,0,0.0,3,3,0,0
3.74,0.1092,0,0,1,2,0.7687,3,1,3,0
8.29,0.0001,0,0,0,2,0.1851,2,2,2,1
5.89,0.394,0,1,1,0,0.8632,5,0,2,0
5.88,0.4454,0,0,0,2,0.6442,1,3,2,1
8.24,0.2125,0,1,1,2,0.6208,2,1,1,1
7.25,0.0208,0,1,1,1,0.4077,2,0,0,0
7.76,0.063,0,0,1,1,0.3436,3,0,1,1
8.63,0.0211,0,0,1,1,0.4559,3,0,1,1
5.77,0.4443,1,1,1,2,0.3307,2,0,0,1
5.15,0.0327,0,1,1,1,0.8519,2,0,2,0
4.11,0.158,0,1,1,1,0.3643,3,1,1,1
4.68,0.422,0,1,0,0,0.6766,1,1,2,1
10.0,0.008,0,0,1,3,0.8013,4,1,1,0
9.24,0.455,0,1,0,2,0.3297,3,0,1,1
3.53,0.1553,0,0,0,1,0.6441,3,2,2,1
3.59,0.0884,0,0,1,3,0.3265,1,0,1,0
7.56,0.1338,0,1,1,1,0.5066,3,0,2,0
7.7,0.0009,0,0,0,2,0.4353,3,2,1,1
7.71,0.0,0,0,1,1,0.3761,0,2,2,0
5.94,0.0526,1,0,0,1,0.5894,1,0,1,0
6.22,0.2632,0,0,1,2,0.2465,0,0,2,1
7.22,0.0445,0,1,1,2,0.7823,2,0,0,0
6.69,0.6634,1,0,1,1,0.2796,2,1,3,1
1.62,0.3538,0,1,0,0,0.2332,2,1,2,0
5.99,0.1355,0,0,0,1,0.4869,3,0,2,0
4.63,0.0884,0,0,0,2,0.4569,3,1,1,1
6.89,0.2796,0,0,0,0,0.6389,1,0,2,0
10.0,0.0495,0,0,1,2,0.5712,4,2,2,0
7.31,0.1439,0,0,1,2,0.1432,0,1,1,0
5.81,0.1205,1,1,1,0,0.7966,3,1,1,1
8.53,0.0003,1,0,1,2,0.4807,3,1,1,1
7.56,0.1486,0,0,1,0,0.6104,1,5,1,1
7.42,0.0002,0,0,0,2,1.0,1,2,2,0
7.84,0.3453,1,0,0,2,0.8716,4,1,2,1
10.0,0.0005,0,0,1,1,0.6026,3,4,1,0
4.01,0.1952,0,1,1,1,0.2067,3,0,1,1
7.54,0.0628,0,0,1,3,0.2109,1,4,1,0
4.46,0.003,0,0,1,0,0.8405,2,0,0,0
7.72,0.382,0,0,0,1,0.4495,2,0,1,1
4.48,0.0622,0,0,1,1,0.5079,1,2,0,0
5.58,0.2289,0,0,1,1,0.2636,4,0,2,0
5.85,0.0817,1,1,1,1,0.6615,3,2,1,1
8.65,0.2179,0,1,1,1,0.8354,2,2,3,1
8.52,0.456,0,0,1,1,0.9309,4,2,2,0
3.76,0.001,0,1,1,2,0.438,2,1,1,1
6.62,0.0203,0,0,1,0,0.7112,3,0,2,0
4.94,0.183,0,1,1,0,0.5262,3,1,0,1
3.73,0.0173,0,1,1,1,0.7701,3,0,3,1
6.02,0.0571,0,0,0,1,0.549,6,1,2,1
5.82,0.1547,0,0,1,1,0.344,2,0,0,1
10.0,0.1644,0,0,1,1,0.88,6,1,1,0
7.45,0.0499,1,0,1,1,0.5746,1,1,3,1
3.47,0.3178,0,0,0,1,0.4621,4,2,2,1
5.26,0.0167,0,1,1,2,0.5944,4,0,1,1
8.75,0.2767,0,0,1,3,0.3658,2,1,1,1
10.0,0.4674,0,0,0,1,0.6538,4,2,2,1
3.01,0.0634,0,1,0,2,0.5009,3,1,3,1
2.36,0.2271,0,1,1,1,0.3513,0,1,3,1
10.0,0.211,0,0,1,2,1.0,2,1,3,0
7.36,0.4273,0,1,1,2,0.2982,2,1,1,1
4.59,0.1432,0,1,1,2,0.6383,3,1,2,1
7.68,0.0016,0,0,1,2,0.5642,7,2,1,1
0.7,0.3096,0,0,1,1,0.2936,5,2,2,0
6.51,0.2639,0,1,1,1,0.4657,4,2,1,0
7.22,0.691,0,1,1,0,0.2144,2,0,2,1
8.53,0.2346,0,0,1,2,1.0,1,3,1,1
4.27,0.1414,0,0,1,2,0.483,6,3,2,0
6.69,0.6551,0,1,1,1,0.5043,1,0,0,1
4.46,0.0936,0,1,1,1,1.0,3,3,3,0
7.06,0.2177,0,1,1,2,0.344,2,0,1,1
4.53,0.0122,0,1,1,0,0.8736,2,0,1,0
5.6,0.0028,1,1,1,1,0.6981,5,2,2,1
4.31,0.0,0,1,0,1,0.0553,2,1,2,0
7.93,0.0037,0,1,1,1,0.4572,1,1,3,1
8.39,0.1297,0,1,1,1,0.6592,2,2,1,1
5.98,0.0013,0,0,1,1,0.5589,3,1,1,0
6.58,0.5105,1,1,1,1,0.5596,3,1,3,1
3.31,0.3088,0,0,0,3,0.3982,5,0,3,0
5.84,0.0055,0,0,1,0,0.3718,7,0,1,0
6.39,0.0935,0,0,1,2,0.4729,5,1,1,0
10.0,0.0477,0,0,1,2,1.0,0,0,2,1
4.05,0.0492,0,0,1,3,0.3231,3,0,3,0
9.72,0.0026,0,1,1,2,0.4294,2,3,1,1
8.69,0.0975,0,1,1,2,0.5572,0,0,2,1
7.12,0.0241,1,1,1,2,0.1842,2,0,0,1
10.0,0.3369,1,1,0,1,0.658,4,2,1,1
7.32,0.1914,0,0,0,1,0.228,3,1,0,0
7.36,0.0314,0,0,1,1,0.2782,0,0,1,0
6.38,0.0259,1,0,1,1,0.2662,3,2,1,1
9.19,0.1408,0,0,1,0,0.1399,2,1,1,0
8.91,0.001,0,1,0,1,0.8671,0,2,3,1
5.12,0.3015,1,0,1,1,0.6804,1,2,1,0
3.6,0.0968,0,0,1,2,0.7806,0,1,1,0
6.05,0.2071,1,0,1,3,0.7578,1,1,0,0
4.74,0.1627,0,0,0,1,0.508,0,1,2,0
6.36,0.2167,0,0,0,0,0.5426,4,1,2,1
9.22,0.0616,0,1,1,3,0.8034,1,1,1,1
5.49,0.013,0,0,0,2,0.9596,1,1,0,0
6.41,0.2711,0,0,1,2,0.2355,5,2,1,1
6.63,0.1948,0,0,1,0,1.0,7,0,2,1
8.37,0.3432,0,1,1,2,0.2211,2,2,0,1
1.56,0.5131,0,0,0,2,0.4345,0,0,0,0
5.17,0.0316,0,0,0,0,0.5685,3,0,1,1
6.96,0.1248,0,0,1,0,0.5915,4,0,1,0
9.14,0.0434,0,1,1,1,1.0,2,1,2,0
5.42,0.0022,0,1,1,1,0.803,3,1,1,0
2.37,0.0054,0,0,0,3,0.6532,1,1,3,1
7.86,0.0027,0,1,1,1,0.8089,2,2,1,1
5.1,0.4074,0,0,0,2,0.6364,3,3,0,0
3.88,0.0733,1,0,1,2,0.3811,2,1,0,1
5.13,0.0013,0,0,0,1,0.6714,1,1,1,1
6.09,0.1492,0,0,1,2,0.5669,0,1,2,0
5.17,0.0897,0,1,0,0,0.3393,0,1,1,1
1.65,0.1218,0,1,1,1,0.8657,1,1,0,0
8.47,0.0032,0,0,1,3,0.5364,1,0,1,0
9.3,0.478,0,0,1,0,0.2699,1,0,1,0
7.93,0.6061,0,0,0,1,0.3093,4,2,1,0
4.0,0.7184,1,0,1,2,0.6837,2,1,1,1
6.06,0.0047,1,1,1,2,0.8124,3,1,2,1
6.49,0.3805,0,1,1,2,0.6704,1,1,2,0
7.82,0.171,0,1,1,2,0.6716,3,2,2,1
7.97,0.3181,0,0,1,0,0.3474,5,4,2,1
4.88,0.137,0,1,0,2,0.5732,3,2,1,0
6.68,0.0565,0,0,1,2,0.4675,2,0,1,0
7.51,0.1226,0,1,0,0,0.5013,3,3,2,1
9.7,0.161,0,0,1,1,0.5221,3,0,1,0
8.05,0.1054,0,0,1,1,0.385,4,1,2,1
8.24,0.0834,1,0,1,0,0.7379,5,1,2,1
6.68,0.1807,1,0,1,1,0.2977,2,1,2,1
9.6,0.273,0,1,0,2,0.2253,2,1,1,1
7.4,0.0286,0,1,1,3,0.3537,4,0,2,1
4.61,0.2309,0,1,1,2,0.7708,1,0,1,0
9.59,0.0511,0,0,0,2,0.6348,2,1,1,0
8.04,0.2889,1,0,1,0,0.1042,5,3,2,1
5.53,0.1397,0,1,1,1,0.6993,2,1,1,0
5.45,0.0106,0,1,1,3,0.5379,3,0,1,1
7.15,0.0764,0,0,1,2,0.4457,3,3,1,1
7.52,0.2315,1,1,1,1,0.4895,1,0,1,1
6.93,0.0193,0,1,1,2,0.2166,1,1,2,1
7.18,0.1038,0,1,1,1,0.5933,0,0,2,1
10.0,0.2899,1,0,0,1,0.2331,1,1,2,1
8.86,0.001,0,1,1,2,0.4625,3,3,2,0
6.92,0.038,0,0,1,2,0.4628,1,2,1,0
8.57,0.6955,0,1,0,1,0.7425,3,0,2,1
4.23,0.0387,1,0,1,1,0.5599,3,1,1,0
7.38,0.1844,0,1,0,1,0.7265,5,2,0,0
10.0,0.2628,0,1,0,2,0.2511,0,0,2,1
6.02,0.3096,0,0,1,1,0.523,7,0,1,0
4.64,0.0257,0,1,0,3,0.6826,0,1,1,1
5.07,0.0129,0,0,1,2,0.8606,6,0,1,0
4.1,0.3145,0,0,1,1,0.2652,3,1,1,0
4.77,0.4449,0,0,0,2,0.3398,2,0,2,1
5.68,0.2941,0,0,0,1,0.6763,2,2,2,0
3.41,0.5209,1,1,0,1,0.9529,3,1,0,1
6.53,0.1173,0,0,0,1,0.6215,1,1,2,0
8.49,0.0238,0,1,0,3,0.2725,4,1,2,1
4.5,0.0731,0,0,1,1,0.2774,4,2,1,0
9.84,0.0182,0,1,1,2,0.5837,2,3,2,1
7.62,0.0553,0,0,0,1,0.6394,2,0,1,0
8.77,0.0302,0,0,1,1,0.4947,3,2,2,0
5.05,0.1698,0,1,0,2,0.2802,2,0,3,1
8.38,0.4001,1,0,1,2,0.8254,2,2,0,1
4.1,0.0171,0,1,0,0,0.4628,5,1,2,0
8.46,0.0309,0,0,0,1,0.6817,1,1,0,1
6.88,0.1365,0,0,1,1,0.1067,0,0,2,0
7.72,0.1531,0,1,1,1,0.8503,8,0,2,1
3.91,0.4527,0,1,1,2,0.3788,2,0,0,1
4.53,0.0203,0,0,1,0,0.8862,0,0,0,0
7.81,0.0689,1,1,0,2,0.7032,3,1,3,1
4.41,0.0334,0,0,1,2,0.1928,6,1,3,1
7.52,0.1294,0,0,1,1,0.6114,3,2,3,0
3.49,0.752,1,0,0,1,0.9641,2,0,3,1
8.37,0.1408,0,1,1,0,0.4005,3,0,1,0
3.79,0.3741,0,0,1,1,0.9646,4,2,3,0
7.72,0.6819,0,0,1,2,0.6464,2,0,2,0
7.88,0.0037,1,1,1,1,0.8851,1,1,0,0
4.97,0.0295,0,0,1,2,0.5899,2,1,2,0
7.78,0.0155,0,0,1,1,0.519,4,1,2,1
7.07,0.0155,0,0,1,0,1.0,0,2,0,0
5.31,0.0099,0,0,1,1,0.7304,2,1,2,0
4.28,0.1372,0,0,1,2,0.4912,2,0,1,0
2.18,0.0055,0,0,1,1,0.656,0,1,2,0
7.27,0.0001,0,0,1,2,0.4088,0,0,2,0
3.06,0.0411,0,0,1,0,0.577,1,0,3,0
6.71,0.2603,0,1,1,0,0.8489,1,0,0,0
5.92,0.7837,0,1,1,1,0.5095,3,0,2,1
7.99,0.0638,0,1,0,1,0.3314,5,3,1,1
5.84,0.0254,0,0,1,2,0.3083,1,1,2,0
5.78,0.046,0,0,1,1,0.5684,3,1,2,1
8.11,0.0067,0,1,1,0,0.3481,4,0,1,0
7.24,0.1664,0,1,1,2,0.1918,2,0,0,0
7.2,0.1315,1,0,1,1,0.2504,2,1,2,1
7.53,0.2534,0,0,0,1,0.8438,1,1,1,1
3.12,0.3273,0,1,1,2,0.5144,6,1,1,1
8.16,0.5072,1,0,0,0,0.5644,6,1,3,1
7.85,0.4913,0,0,1,3,0.3083,3,2,2,1
4.26,0.14,0,0,0,1,0.4046,3,1,1,0
5.96,0.0108,0,1,1,1,0.3966,4,1,2,1
6.41,0.063,0,1,1,3,0.4808,3,1,1,1
6.2,0.1156,0,1,1,2,0.1354,1,1,2,1
7.23,0.1466,0,1,1,0,0.8224,5,1,2,1
9.65,0.0071,1,0,1,1,0.5459,1,1,0,1
8.88,0.6881,1,1,1,1,0.6005,1,5,1,1
3.61,0.278,0,0,1,1,0.7786,4,0,0,0
7.87,0.1169,1,0,0,2,0.7594,1,0,3,0
9.42,0.1583,0,1,0,1,0.4062,2,0,1,1
7.35,0.0513,0,0,0,0,0.7011,3,1,1,0
8.9,0.3973,0,0,1,1,0.6985,4,1,1,0
10.0,0.2963,0,1,0,0,0.629,2,0,1,0
8.75,0.0002,0,1,1,1,0.8153,1,0,2,0
7.05,0.4912,0,0,0,1,0.7499,4,2,3,1
8.8,0.6809,0,0,1,2,0.7318,2,1,0,1
6.82,0.3411,0,0,1,1,0.8913,2,0,1,0
6.55,0.0822,1,1,1,0,0.5572,2,2,1,1
5.73,0.1388,0,0,1,3,0.5644,5,0,1,1
9.94,0.1887,0,1,1,2,0.7548,0,1,1,1
4.7,0.3881,1,0,0,1,0.5054,2,3,2,1
9.87,0.0509,0,0,1,3,0.6704,0,1,2,0
7.6,0.7064,0,0,1,2,0.41,1,1,1,1
3.42,0.2115,0,0,0,0,0.0,0,1,1,0
7.31,0.1445,1,1,0,2,0.6995,3,0,1,1
1.88,0.4185,0,1,1,1,0.1628,3,3,2,0
7.88,0.0037,0,0,0,0,0.3752,1,1,2,0
8.45,0.3918,0,0,1,1,0.755,2,1,2,1
5.2,0.1288,0,1,0,1,0.7579,1,1,2,0
6.77,0.6032,0,0,1,1,0.8438,6,2,3,1
10.0,0.3725,0,1,1,2,0.0451,2,3,2,1
5.39,0.6675,0,0,1,0,0.624,3,1,1,0
4.17,0.0011,0,0,1,3,0.4856,2,0,2,0
9.76,0.0022,0,0,1,2,0.7971,1,2,1,0
10.0,0.0382,0,0,1,2,0.9191,4,0,2,0
6.51,0.0403,0,0,1,1,0.2228,3,0,3,0
8.73,0.123,0,1,1,2,0.554,1,3,2,0
9.45,0.1275,0,0,1,1,0.7582,7,2,2,0
4.87,0.02,0,0,1,2,0.4655,0,2,0,0
5.43,0.0642,0,0,1,1,0.9864,1,3,1,0
9.21,0.5055,0,1,0,2,0.4496,1,0,1,1
10.0,0.2561,0,1,0,0,0.4749,1,1,0,1
7.74,0.0041,1,1,1,2,0.2817,2,2,2,1
4.56,0.1108,0,0,0,2,0.5885,1,0,1,0
10.0,0.0028,0,1,1,2,0.0,1,1,2,1
5.33,0.2192,0,1,1,0,0.4881,5,1,2,1
5.76,0.0004,1,0,0,1,0.8672,2,0,1,1
7.25,0.0607,1,0,1,1,0.2008,3,1,2,1
9.92,0.1936,0,1,1,1,0.1454,1,1,2,1
8.38,0.0074,0,0,1,0,0.8291,0,1,1,0
7.41,0.0573,0,0,1,0,0.8629,5,0,2,0
7.52,0.2198,0,0,1,2,0.2111,3,1,2,0
6.6,0.491,0,0,1,0,0.9832,5,0,1,0
7.73,0.3184,0,0,0,3,0.6581,4,1,2,1
0.93,0.0957,1,1,1,1,0.8122,6,0,2,1
5.85,0.442,0,1,1,2,0.352,0,0,1,1
7.03,0.0011,1,0,0,0,0.9223,3,0,2,0
3.97,0.2295,0,0,0,3,0.483,4,1,1,0
7.35,0.5432,0,1,1,0,0.472,1,0,1,0
6.05,0.0157,0,1,0,0,0.6706,2,0,1,1
10.0,0.0716,0,0,1,0,0.452,3,0,2,0
9.96,0.0605,0,1,1,0,0.1698,1,0,1,1
5.48,0.2264,0,1,1,1,0.5829,0,0,1,0
6.17,0.3646,0,0,1,2,0.4704,3,0,0,0
6.34,0.3546,0,0,1,1,0.358,1,0,2,1
5.51,0.3226,0,0,0,2,0.8601,3,3,2,1
6.93,0.0145,0,1,0,2,1.0,1,0,1,1
4.83,0.055,1,0,1,3,0.3202,2,0,1,1
4.01,0.2669,0,0,1,0,0.5994,1,0,2,0
7.87,0.4331,1,0,0,0,0.4504,1,3,1,1
7.88,0.2997,0,1,1,0,1.0,1,1,1,0
4.73,0.5749,0,0,1,1,0.6729,1,1,3,0
8.47,0.4488,0,1,1,1,0.7817,2,1,2,0
5.11,0.0025,0,1,1,1,0.8455,4,2,0,0
7.06,0.0898,0,1,0,1,0.5825,4,0,2,1
8.3,0.3606,0,1,0,2,0.5034,2,0,0,0
6.43,0.0273,0,0,1,1,0.9297,1,0,1,0
7.5,0.0032,0,1,0,1,0.7445,5,0,0,0
5.36,0.1789,0,1,1,0,0.3385,1,1,1,0
6.07,0.5447,0,1,1,1,0.3689,3,2,2,1
6.05,0.0495,0,1,1,2,0.4526,1,2,2,1
4.86,0.2096,0,1,0,2,0.8398,2,0,0,0
6.11,0.0249,1,0,0,3,0.9184,1,2,1,1
3.09,0.0635,0,0,1,2,1.0,3,2,2,0
5.42,0.0022,0,0,1,1,0.3728,0,1,1,0
5.87,0.1752,1,0,1,1,0.5851,1,0,0,1
5.94,0.0091,0,1,1,3,0.4499,5,0,3,1
5.97,0.017,0,0,1,2,0.5044,1,0,2,0
6.36,0.5821,0,0,1,2,0.7825,2,1,1,0
7.55,0.0018,0,1,1,2,0.5385,3,2,1,1
8.42,0.3256,0,1,1,1,0.879,1,0,1,0
5.07,0.0034,0,1,1,2,0.4209,5,2,1,1
3.85,0.206,0,1,0,0,0.7354,5,1,1,0
4.21,0.0753,0,0,0,1,0.4393,0,1,1,0
5.43,0.0787,0,1,1,1,0.0907,2,1,2,1
5.73,0.4496,0,0,0,1,0.2946,2,0,1,1
4.81,0.0005,1,1,0,1,0.581,1,0,2,1
3.65,0.4881,0,0,1,1,1.0,2,0,1,0
5.5,0.059,0,1,1,1,0.4351,4,1,1,1
6.9,0.1036,0,1,1,1,0.5077,4,2,0,0
7.81,0.043,0,0,1,1,0.6724,2,2,2,0
5.27,0.0111,0,1,0,2,0.4001,2,0,3,1
5.59,0.3731,0,1,0,2,0.4291,2,0,1,1
4.46,0.3711,0,1,1,1,0.568,3,1,1,1
6.43,0.0057,0,0,1,2,0.4409,1,2,0,0
4.63,0.0049,0,0,1,1,0.1043,2,2,1,0
7.76,0.0286,0,0,1,0,0.3875,5,0,3,0
2.57,0.0494,0,0,1,1,0.7037,2,0,3,0
5.71,0.1197,0,0,0,0,0.7115,4,0,0,0
7.16,0.3084,0,1,1,2,0.8841,1,2,2,1
6.9,0.3249,0,0,1,1,0.8639,2,0,1,1
10.0,0.0348,1,1,1,0,0.325,3,1,2,1
7.27,0.0032,0,0,0,1,0.3636,5,2,2,0
4.29,0.2885,0,0,0,2,0.3747,1,0,0,0
6.29,0.0992,0,0,1,1,0.512,3,0,1,1
